W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
4505.47,0.00622,0.00447,4507.4,2.10893,0.12707,1.9917,0.08343,,,,,
4507.399,0.00629,0.00442,4509.33,2.10359,0.13119,1.99858,0.0721,,,,,
4509.327,0.00625,0.00446,4511.26,2.09905,0.12953,2.00932,0.06581,,,,,
4511.256,0.00621,0.00453,4513.19,2.09591,0.12635,2.01837,0.06101,,,,,
4513.185,0.00618,0.00459,4515.11,2.08991,0.11753,2.03309,0.05795,,,,,
4515.113,0.00612,0.00469,4517.04,2.09388,0.10431,2.05142,0.06321,,,,,
4517.042,0.00614,0.00482,4518.97,2.1099,0.09965,2.06323,0.07689,,,,,
4518.971,0.00627,0.00491,4520.9,2.11891,0.10408,2.06477,0.09097,,,,,
4520.9,0.00635,0.00493,4522.83,2.12199,0.10843,2.06346,0.10319,,,,,
4522.828,0.00638,0.00493,4524.76,2.12615,0.1134,2.05526,0.11178,,,,,
4524.757,0.00642,0.00488,4526.69,2.12645,0.12041,2.04399,0.10976,,,,,
4526.686,0.00643,0.0048,4528.61,2.12198,0.12738,2.04502,0.10112,,,,,
4528.614,0.0064,0.0048,4530.54,2.10999,0.12797,2.06084,0.10098,,,,,
4530.543,0.0063,0.00491,4532.47,2.1005,0.11881,2.07682,0.12212,,,,,
4532.472,0.00621,0.00504,4534.4,2.10089,0.10578,2.06279,0.14877,,,,,
4534.401,0.0062,0.00497,4536.33,2.1092,0.09513,2.0326,0.15619,,,,,
4536.329,0.00626,0.00477,4538.26,2.12275,0.08988,2.01165,0.15083,,,,,
4538.258,0.00637,0.00462,4540.19,2.14006,0.09405,1.98928,0.1357,,,,,
4540.187,0.00652,0.00445,4542.11,2.15251,0.10971,1.97348,0.10147,,,,,
4542.115,0.00664,0.00431,4544.04,2.15102,0.13118,1.9974,0.06897,,,,,
4544.044,0.00665,0.00445,4545.97,2.13332,0.1472,2.03936,0.07027,,,,,
4545.973,0.00652,0.00474,4547.9,2.10602,0.14682,2.04743,0.09234,,,,,
4547.902,0.00629,0.00481,4549.83,2.08395,0.12627,2.03366,0.09938,,,,,
4549.83,0.00608,0.00472,4551.76,2.08607,0.09948,2.03018,0.09151,,,,,
4551.759,0.00607,0.00469,4553.69,2.10543,0.08492,2.0408,0.08656,,,,,
4553.688,0.00622,0.00476,4555.62,2.12193,0.08596,2.05178,0.09199,,,,,
4555.616,0.00636,0.00484,4557.55,2.12521,0.0891,2.05354,0.10198,,,,,
4557.545,0.00639,0.00486,4559.47,2.1289,0.08754,2.04727,0.10649,,,,,
4559.474,0.00642,0.00482,4561.4,2.13717,0.08754,2.04586,0.10634,,,,,
4561.402,0.00649,0.00481,4563.33,2.14178,0.08831,2.04829,0.10997,,,,,
4563.331,0.00653,0.00483,4565.26,2.15007,0.08787,2.04327,0.11522,,,,,
4565.26,0.0066,0.0048,4567.19,2.16674,0.09735,2.03341,0.11351,,,,,
4567.189,0.00675,0.00473,4569.12,2.17026,0.1185,2.02989,0.10677,,,,,
4569.117,0.0068,0.0047,4571.05,2.1523,0.13032,2.03065,0.1004,,,,,
4571.046,0.00666,0.0047,4572.98,2.13883,0.1254,2.03274,0.09464,,,,,
4572.975,0.00654,0.00471,4574.9,2.14179,0.12051,2.03641,0.08711,,,,,
4574.903,0.00656,0.00473,4576.83,2.14473,0.12523,2.04861,0.08,,,,,
4576.832,0.00659,0.00481,4578.76,2.13497,0.12774,2.07241,0.08608,,,,,
4578.761,0.00651,0.00498,4580.69,2.1276,0.1206,2.08768,0.11528,,,,,
4580.69,0.00644,0.00511,4582.62,2.13206,0.11325,2.06281,0.13963,,,,,
4582.618,0.00647,0.00496,4584.55,2.14021,0.1144,2.03099,0.13059,,,,,
4584.547,0.00654,0.00473,4586.48,2.1406,0.12065,2.03469,0.11456,,,,,
4586.476,0.00655,0.00474,4588.4,2.13328,0.12245,2.04694,0.12027,,,,,
4588.404,0.00649,0.00483,4590.33,2.12804,0.11723,2.02884,0.12554,,,,,
4590.333,0.00644,0.00471,4592.26,2.13001,0.11066,2.01092,0.10752,,,,,
4592.262,0.00645,0.00457,4594.19,2.1353,0.10574,2.01966,0.08098,,,,,
4594.191,0.00649,0.00461,4596.12,2.14693,0.1071,2.05239,0.06951,,,,,
4596.119,0.00659,0.00483,4598.05,2.15679,0.12298,2.09036,0.09127,,,,,
4598.048,0.00669,0.00511,4599.98,2.13964,0.13654,2.09321,0.13708,,,,,
4599.977,0.00656,0.00517,4601.9,2.11723,0.12734,2.04947,0.15913,,,,,
4601.905,0.00636,0.00489,4603.83,2.11827,0.1099,2.01321,0.14193,,,,,
4603.834,0.00635,0.00462,4605.76,2.1309,0.10265,2.01248,0.11769,,,,,
4605.763,0.00645,0.00459,4607.69,2.13908,0.10358,2.02402,0.10735,,,,,
4607.692,0.00652,0.00466,4609.62,2.14668,0.10939,2.03126,0.10748,,,,,
4609.62,0.00659,0.00471,4611.55,2.14873,0.12163,2.03372,0.11106,,,,,
4611.549,0.00662,0.00473,4613.48,2.13559,0.13188,2.03292,0.1171,,,,,
4613.478,0.00652,0.00473,4615.41,2.11182,0.12336,2.02351,0.12215,,,,,
4615.406,0.00631,0.00467,4617.34,2.10533,0.09792,2.00673,0.1171,,,,,
4617.335,0.00623,0.00455,4619.26,2.12717,0.08018,1.99578,0.09975,,,,,
4619.264,0.0064,0.00446,4621.19,2.15048,0.08318,2.00075,0.08057,,,,,
4621.193,0.0066,0.00448,4623.12,2.1579,0.09181,2.01471,0.07126,,,,,
4623.121,0.00667,0.00457,4625.05,2.17048,0.10652,2.02078,0.06776,,,,,
4625.05,0.00679,0.00461,4626.98,2.1643,0.12869,2.02299,0.05712,,,,,
4626.979,0.00676,0.00462,4628.91,2.13365,0.12863,2.04244,0.04536,,,,,
4628.907,0.0065,0.00475,4630.84,2.12659,0.10943,2.0749,0.05379,,,,,
4630.836,0.00642,0.00498,4632.77,2.14176,0.10047,2.08571,0.08049,,,,,
4632.765,0.00654,0.00507,4634.69,2.14849,0.10377,2.07235,0.10043,,,,,
4634.694,0.0066,0.00499,4636.62,2.14721,0.10454,2.0547,0.10435,,,,,
4636.622,0.00659,0.00487,4638.55,2.15096,0.10259,2.04012,0.09307,,,,,
4638.551,0.00662,0.00476,4640.48,2.15688,0.10221,2.04342,0.07351,,,,,
4640.48,0.00667,0.00477,4642.41,2.16588,0.10561,2.07354,0.07307,,,,,
4642.408,0.00675,0.00498,4644.34,2.17608,0.11869,2.08152,0.09456,,,,,
4644.337,0.00685,0.00505,4646.27,2.17321,0.14052,2.06333,0.10414,,,,,
4646.266,0.00685,0.00493,4648.19,2.1478,0.15288,2.05537,0.09838,,,,,
4648.195,0.00665,0.00487,4650.12,2.11791,0.13927,2.05738,0.09316,,,,,
4650.123,0.00638,0.00488,4652.05,2.11332,0.1115,2.05792,0.08777,,,,,
4652.052,0.00631,0.00488,4653.98,2.13318,0.09229,2.06826,0.08467,,,,,
4653.981,0.00646,0.00495,4655.91,2.16117,0.09445,2.08032,0.09227,,,,,
4655.909,0.0067,0.00504,4657.84,2.17844,0.1187,2.08039,0.10502,,,,,
4657.838,0.00687,0.00505,4659.77,2.16446,0.14411,2.07122,0.10997,,,,,
4659.767,0.00678,0.00499,4661.69,2.13575,0.14679,2.07099,0.11203,,,,,
4661.695,0.00654,0.00499,4663.62,2.12216,0.13464,2.06976,0.12145,,,,,
4663.624,0.00641,0.00499,4665.55,2.11812,0.12063,2.05066,0.12451,,,,,
4665.553,0.00636,0.00486,4667.48,2.12097,0.1069,2.03399,0.10894,,,,,
4667.482,0.00637,0.00473,4669.41,2.13463,0.1011,2.04044,0.09009,,,,,
4669.41,0.00648,0.00476,4671.34,2.14358,0.1054,2.05566,0.08136,,,,,
4671.339,0.00656,0.00486,4673.27,2.14404,0.11191,2.07135,0.0819,,,,,
4673.268,0.00657,0.00497,4675.2,2.13898,0.11477,2.08852,0.09564,,,,,
4675.196,0.00653,0.0051,4677.12,2.13243,0.11039,2.08722,0.11879,,,,,
4677.125,0.00647,0.00511,4679.05,2.13439,0.10317,2.06316,0.12761,,,,,
4679.054,0.00648,0.00495,4680.98,2.14172,0.101,2.04615,0.1155,,,,,
4680.983,0.00654,0.00482,4682.91,2.14606,0.10439,2.0507,0.1017,,,,,
4682.911,0.00658,0.00484,4684.84,2.14445,0.10832,2.05996,0.09578,,,,,
4684.84,0.00657,0.0049,4686.77,2.13955,0.10989,2.07257,0.09836,,,,,
4686.769,0.00653,0.00499,4688.7,2.12963,0.10353,2.08221,0.11333,,,,,
4688.697,0.00644,0.00507,4690.63,2.1266,0.08654,2.07256,0.13202,,,,,
4690.626,0.0064,0.00502,4692.56,2.14217,0.06956,2.04633,0.13445,,,,,
4692.555,0.00652,0.00484,4694.48,2.17147,0.06969,2.02841,0.11825,,,,,
4694.484,0.00677,0.0047,4696.41,2.18768,0.08573,2.02814,0.0972,,,,,
4696.412,0.00692,0.00468,4698.34,2.18979,0.10043,2.03868,0.07847,,,,,
4698.341,0.00695,0.00474,4700.27,2.19516,0.11529,2.06631,0.07413,,,,,
4700.27,0.00701,0.00493,4702.2,2.19249,0.13629,2.08726,0.09396,,,,,
4702.198,0.00701,0.00509,4704.13,2.17178,0.15006,2.07496,0.11451,,,,,
4704.127,0.00685,0.00502,4706.06,2.14981,0.14755,2.05273,0.10904,,,,,
4706.056,0.00666,0.00486,4707.98,2.13951,0.13755,2.05987,0.09662,,,,,
4707.985,0.00656,0.0049,4709.91,2.13596,0.12923,2.07623,0.1039,,,,,
4709.913,0.00652,0.00502,4711.84,2.13022,0.11874,2.06852,0.11994,,,,,
4711.842,0.00646,0.00498,4713.77,2.13201,0.10333,2.04313,0.11647,,,,,
4713.771,0.00646,0.0048,4715.7,2.14934,0.09557,2.033,0.09232,,,,,
4715.699,0.0066,0.00471,4717.63,2.16284,0.10123,2.05101,0.06882,,,,,
4717.628,0.00672,0.00482,4719.56,2.16247,0.10464,2.08796,0.07053,,,,,
4719.557,0.00672,0.00508,4721.49,2.17281,0.10636,2.1052,0.09849,,,,,
4721.486,0.00681,0.00522,4723.41,2.18708,0.12424,2.08847,0.12027,,,,,
4723.414,0.00695,0.00512,4725.34,2.17343,0.14683,2.06972,0.12172,,,,,
4725.343,0.00686,0.00499,4727.27,2.14201,0.14446,2.05971,0.11067,,,,,
4727.272,0.00659,0.00491,4729.2,2.1322,0.12162,2.06544,0.0981,,,,,
4729.2,0.00648,0.00494,4731.13,2.15159,0.10772,2.08393,0.09878,,,,,
4731.129,0.00663,0.00507,4733.06,2.17166,0.1166,2.09343,0.11478,,,,,
4733.058,0.00681,0.00515,4734.99,2.17174,0.13414,2.08531,0.13281,,,,,
4734.987,0.00683,0.00511,4736.91,2.15985,0.1436,2.06429,0.13936,,,,,
4736.915,0.00674,0.00497,4738.84,2.15013,0.14554,2.04192,0.12514,,,,,
4738.844,0.00666,0.0048,4740.77,2.14196,0.14492,2.0448,0.10293,,,,,
4740.773,0.00659,0.0048,4742.7,2.13397,0.14282,2.06806,0.1003,,,,,
4742.701,0.00652,0.00496,4744.63,2.12426,0.13642,2.0684,0.10984,,,,,
4744.63,0.00643,0.00497,4746.56,2.11788,0.12236,2.05763,0.10374,,,,,
4746.559,0.00636,0.00489,4748.49,2.12667,0.10893,2.07155,0.0945,,,,,
4748.488,0.00642,0.00498,4750.42,2.14321,0.10879,2.09308,0.10587,,,,,
4750.416,0.00656,0.00514,4752.35,2.14897,0.11983,2.09156,0.12879,,,,,
4752.345,0.00662,0.00515,4754.27,2.13978,0.12709,2.07249,0.14203,,,,,
4754.274,0.00655,0.00503,4756.2,2.12867,0.1215,2.05116,0.14063,,,,,
4756.202,0.00645,0.00488,4758.13,2.13293,0.11584,2.03426,0.12805,,,,,
4758.131,0.00648,0.00475,4760.06,2.13388,0.11795,2.02429,0.10519,,,,,
4760.06,0.00649,0.00466,4761.99,2.12262,0.113,2.03161,0.07699,,,,,
4761.988,0.00639,0.00469,4763.92,2.1219,0.09842,2.06174,0.05856,,,,,
4763.917,0.00637,0.00489,4765.85,2.13581,0.08939,2.10109,0.06541,,,,,
4765.846,0.00648,0.00517,4767.77,2.14752,0.08997,2.1226,0.094,,,,,
4767.775,0.00658,0.00534,4769.7,2.15426,0.09314,2.12029,0.12583,,,,,
4769.703,0.00664,0.00535,4771.63,2.16089,0.09748,2.10053,0.14494,,,,,
4771.632,0.0067,0.00523,4773.56,2.165,0.10292,2.08022,0.14718,,,,,
4773.561,0.00674,0.00509,4775.49,2.16899,0.10919,2.07209,0.14447,,,,,
4775.489,0.00678,0.00503,4777.42,2.17346,0.12096,2.06522,0.14256,,,,,
4777.418,0.00683,0.00498,4779.35,2.16672,0.13652,2.06076,0.14342,,,,,
4779.347,0.00679,0.00495,4781.28,2.14497,0.14056,2.04796,0.14247,,,,,
4781.276,0.00661,0.00486,4783.2,2.12888,0.129,2.03056,0.12377,,,,,
4783.204,0.00646,0.00472,4785.13,2.12556,0.10833,2.04484,0.10256,,,,,
4785.133,0.00641,0.0048,4787.06,2.14675,0.09783,2.07519,0.11269,,,,,
4787.062,0.00658,0.00502,4788.99,2.16438,0.10873,2.06105,0.13226,,,,,
4788.99,0.00674,0.00494,4790.92,2.15931,0.1216,2.0315,0.11698,,,,,
4790.919,0.00671,0.00472,4792.85,2.15291,0.12591,2.04478,0.08999,,,,,
4792.848,0.00666,0.00479,4794.78,2.14895,0.12895,2.08161,0.09369,,,,,
4794.777,0.00663,0.00505,4796.7,2.13954,0.12886,2.08569,0.11978,,,,,
4796.705,0.00655,0.0051,4798.63,2.13121,0.12031,2.06057,0.1258,,,,,
4798.634,0.00647,0.00493,4800.56,2.13485,0.10975,2.0514,0.10791,,,,,
4800.563,0.00649,0.00485,4802.49,2.14581,0.10657,2.074,0.0984,,,,,
4802.491,0.00658,0.005,4804.42,2.15462,0.11189,2.09594,0.1174,,,,,
4804.42,0.00666,0.00517,4806.35,2.15787,0.12373,2.08359,0.14404,,,,,
4806.349,0.0067,0.00511,4808.28,2.14726,0.13264,2.05021,0.1464,,,,,
4808.278,0.00662,0.00488,4810.21,2.13369,0.12832,2.02924,0.12291,,,,,
4810.206,0.0065,0.00471,4812.14,2.13673,0.12324,2.03702,0.09527,,,,,
4812.135,0.00652,0.00474,4814.06,2.13938,0.12989,2.06269,0.08269,,,,,
4814.064,0.00655,0.00491,4815.99,2.12261,0.13128,2.08767,0.09004,,,,,
4815.992,0.00641,0.00509,4817.92,2.11235,0.11934,2.09834,0.1094,,,,,
4817.921,0.00631,0.00518,4819.85,2.117,0.11037,2.09085,0.12371,,,,,
4819.85,0.00634,0.00514,4821.78,2.11629,0.10645,2.08447,0.12875,,,,,
4821.779,0.00633,0.0051,4823.71,2.11347,0.09953,2.08222,0.13448,,,,,
4823.707,0.0063,0.00509,4825.64,2.11447,0.08968,2.07054,0.13605,,,,,
4825.636,0.0063,0.00501,4827.56,2.12118,0.08141,2.062,0.12563,,,,,
4827.565,0.00635,0.00494,4829.49,2.12963,0.07932,2.07308,0.11803,,,,,
4829.493,0.00642,0.00501,4831.42,2.12762,0.07475,2.08278,0.12014,,,,,
4831.422,0.0064,0.00508,4833.35,2.13105,0.05978,2.09053,0.12608,,,,,
4833.351,0.00642,0.00514,4835.28,2.15628,0.05018,2.10192,0.14513,,,,,
4835.28,0.00663,0.00524,4837.21,2.18261,0.05929,2.08569,0.16527,,,,,
4837.208,0.00686,0.00515,4839.14,2.19418,0.07744,2.0593,0.16045,,,,,
4839.137,0.00697,0.00496,4841.07,2.19843,0.09522,2.06359,0.15247,,,,,
4841.066,0.00702,0.00498,4842.99,2.19871,0.11478,2.06985,0.16572,,,,,
4842.994,0.00704,0.00504,4844.92,2.18706,0.13325,2.04362,0.17459,,,,,
4844.923,0.00696,0.00487,4846.85,2.16507,0.13997,2.01647,0.15671,,,,,
4846.852,0.00678,0.00466,4848.78,2.14722,0.13314,2.01768,0.13205,,,,,
4848.78,0.00662,0.00464,4850.71,2.13961,0.11916,2.03114,0.11959,,,,,
4850.709,0.00654,0.00472,4852.64,2.14474,0.10574,2.03796,0.11186,,,,,
4852.638,0.00657,0.00476,4854.57,2.16135,0.10415,2.05203,0.1028,,,,,
4854.567,0.00671,0.00485,4856.49,2.17154,0.11746,2.08383,0.11178,,,,,
4856.495,0.00681,0.00508,4858.42,2.16477,0.1337,2.09863,0.14799,,,,,
4858.424,0.00677,0.00522,4860.35,2.14637,0.13897,2.07151,0.17949,,,,,
4860.353,0.00662,0.00507,4862.28,2.13193,0.1325,2.03117,0.17866,,,,,
4862.281,0.00649,0.00479,4864.21,2.12612,0.12289,2.01167,0.15889,,,,,
4864.21,0.00643,0.00463,4866.14,2.1227,0.11256,2.00909,0.14018,,,,,
4866.139,0.00639,0.00459,4868.07,2.12408,0.10009,2.009,0.12176,,,,,
4868.068,0.00639,0.00457,4870,2.13759,0.09538,2.02402,0.10758,,,,,
4869.996,0.0065,0.00466,4871.93,2.14295,0.10059,2.04651,0.11253,,,,,
4871.925,0.00655,0.00482,4873.85,2.135,0.09764,2.04609,0.12628,,,,,
4873.854,0.00648,0.00483,4875.78,2.14286,0.08942,2.03219,0.1225,,,,,
4875.782,0.00654,0.00473,4877.71,2.16081,0.09804,2.04345,0.11409,,,,,
4877.711,0.0067,0.0048,4879.64,2.15321,0.11401,2.06426,0.12999,,,,,
4879.64,0.00665,0.00496,4881.57,2.13222,0.11203,2.05024,0.1547,,,,,
4881.569,0.00647,0.00489,4883.5,2.12571,0.09592,2.01674,0.15517,,,,,
4883.497,0.0064,0.00466,4885.43,2.13527,0.08232,1.99715,0.13245,,,,,
4885.426,0.00647,0.0045,4887.35,2.15072,0.08054,2.00359,0.10784,,,,,
4887.355,0.0066,0.00452,4889.28,2.15834,0.08724,2.0261,0.10227,,,,,
4889.283,0.00667,0.00467,4891.21,2.15778,0.09319,2.03336,0.11382,,,,,
4891.212,0.00667,0.00473,4893.14,2.15529,0.09471,2.01833,0.11755,,,,,
4893.141,0.00665,0.00463,4895.07,2.1553,0.09455,2.00567,0.10262,,,,,
4895.07,0.00665,0.00453,4897,2.15525,0.09522,2.0135,0.08463,,,,,
4896.998,0.00665,0.00457,4898.93,2.15186,0.09388,2.02738,0.07568,,,,,
4898.927,0.00662,0.00466,4900.86,2.149,0.08687,2.03542,0.06562,,,,,
4900.856,0.00659,0.00471,4902.78,2.15349,0.07532,2.06303,0.06058,,,,,
4902.784,0.00662,0.0049,4904.71,2.17155,0.0684,2.09173,0.07655,,,,,
4904.713,0.00677,0.00511,4906.64,2.19531,0.0774,2.10032,0.10452,,,,,
4906.642,0.00698,0.00519,4908.57,2.20605,0.10045,2.0917,0.12785,,,,,
4908.571,0.00709,0.00515,4910.5,2.19772,0.1231,2.07683,0.14149,,,,,
4910.499,0.00704,0.00506,4912.43,2.17784,0.13251,2.06022,0.14675,,,,,
4912.428,0.00688,0.00495,4914.36,2.16198,0.12838,2.04264,0.13961,,,,,
4914.357,0.00674,0.00482,4916.28,2.15604,0.11964,2.04258,0.13062,,,,,
4916.285,0.00668,0.00481,4918.21,2.15486,0.10993,2.04532,0.13151,,,,,
4918.214,0.00666,0.00483,4920.14,2.16164,0.10152,2.0343,0.12797,,,,,
4920.143,0.00671,0.00475,4922.07,2.17475,0.09914,2.03437,0.11708,,,,,
4922.072,0.00682,0.00474,4924,2.19126,0.10845,2.0462,0.11498,,,,,
4924,0.00697,0.00482,4925.93,2.199,0.13134,2.04823,0.12128,,,,,
4925.929,0.00706,0.00484,4927.86,2.18322,0.15181,2.03853,0.11838,,,,,
4927.858,0.00695,0.00477,4929.79,2.16042,0.15505,2.04045,0.10331,,,,,
4929.786,0.00676,0.00477,4931.72,2.14961,0.14885,2.06829,0.09835,,,,,
4931.715,0.00666,0.00496,4933.64,2.1494,0.15034,2.09804,0.12299,,,,,
4933.644,0.00666,0.00519,4935.57,2.13627,0.15834,2.0971,0.16543,,,,,
4935.573,0.00656,0.00523,4937.5,2.10467,0.14785,2.06444,0.19936,,,,,
4937.501,0.00628,0.00505,4939.43,2.09023,0.11505,2.01062,0.1989,,,,,
4939.43,0.00612,0.00468,4941.36,2.10993,0.08741,1.97536,0.16373,,,,,
4941.359,0.00626,0.00439,4943.29,2.13753,0.08317,1.98554,0.13149,,,,,
4943.287,0.00649,0.00442,4945.22,2.15153,0.09724,2.00553,0.12553,,,,,
4945.216,0.00662,0.00455,4947.15,2.13991,0.10682,2.00599,0.13221,,,,,
4947.145,0.00653,0.00456,4949.07,2.12263,0.0911,1.99309,0.13026,,,,,
4949.073,0.00637,0.00447,4951,2.13776,0.06546,1.98574,0.12037,,,,,
4951.002,0.00648,0.00441,4952.93,2.17895,0.06203,1.97904,0.10429,,,,,
4952.931,0.00683,0.00435,4954.86,2.21145,0.09228,1.98178,0.07955,,,,,
4954.86,0.00713,0.00435,4956.79,2.20776,0.13535,2.01225,0.06554,,,,,
4956.788,0.00714,0.00455,4958.72,2.17208,0.15575,2.04023,0.07741,,,,,
4958.717,0.00686,0.00475,4960.65,2.14474,0.14979,2.04268,0.09624,,,,,
4960.646,0.00662,0.00478,4962.57,2.13573,0.13897,2.03837,0.10832,,,,,
4962.574,0.00653,0.00476,4964.5,2.12889,0.12874,2.03141,0.11757,,,,,
4964.503,0.00646,0.00472,4966.43,2.12812,0.11649,2.01643,0.1207,,,,,
4966.432,0.00644,0.00462,4968.36,2.13935,0.11167,2.00026,0.11074,,,,,
4968.361,0.00653,0.0045,4970.29,2.14654,0.1204,1.99802,0.09296,,,,,
4970.289,0.0066,0.00447,4972.22,2.1348,0.12896,2.01206,0.0843,,,,,
4972.218,0.00651,0.00456,4974.15,2.11468,0.11963,2.01781,0.08494,,,,,
4974.147,0.00633,0.0046,4976.07,2.11248,0.09793,2.01812,0.0818,,,,,
4976.075,0.00629,0.0046,4978,2.13145,0.0853,2.02847,0.07975,,,,,
4978.004,0.00644,0.00467,4979.93,2.14872,0.08966,2.03915,0.08881,,,,,
4979.933,0.00659,0.00475,4981.86,2.15249,0.09903,2.03594,0.10478,,,,,
4981.862,0.00663,0.00474,4983.79,2.15284,0.10682,2.01359,0.10954,,,,,
4983.79,0.00664,0.00459,4985.72,2.14954,0.11521,1.9923,0.09157,,,,,
4985.719,0.00662,0.00443,4987.65,2.1363,0.11744,1.99749,0.068,,,,,
4987.648,0.00651,0.00445,4989.58,2.12445,0.10754,2.01161,0.05373,,,,,
4989.576,0.0064,0.00454,4991.51,2.12505,0.09071,2.02525,0.04346,,,,,
4991.505,0.00639,0.00463,4993.43,2.14259,0.07936,2.05126,0.04184,,,,,
4993.434,0.00653,0.00481,4995.36,2.17075,0.09244,2.072,0.05477,,,,,
4995.363,0.00678,0.00496,4997.29,2.16848,0.12339,2.08191,0.07506,,,,,
4997.291,0.00679,0.00504,4999.22,2.13111,0.12999,2.08116,0.09795,,,,,
4999.22,0.00648,0.00505,5001.15,2.11147,0.1069,2.06492,0.11452,,,,,
5001.149,0.00629,0.00495,5003.08,2.12418,0.0874,2.04428,0.11852,,,,,
5003.077,0.00638,0.00481,5005.01,2.13638,0.08306,2.02402,0.10736,,,,,
5005.006,0.00648,0.00466,5006.94,2.14124,0.08132,2.02036,0.08856,,,,,
5006.935,0.00652,0.00462,5008.86,2.14961,0.07942,2.03016,0.07678,,,,,
5008.864,0.00659,0.00468,5010.79,2.15991,0.08277,2.03387,0.06702,,,,,
5010.792,0.00668,0.0047,5012.72,2.16411,0.08822,2.04774,0.05375,,,,,
5012.721,0.00672,0.00479,5014.65,2.16939,0.09416,2.08058,0.05357,,,,,
5014.65,0.00677,0.00502,5016.58,2.17401,0.10629,2.10991,0.07902,,,,,
5016.578,0.00682,0.00524,5018.51,2.16353,0.11592,2.11383,0.12111,,,,,
5018.507,0.00674,0.0053,5020.44,2.15218,0.11266,2.08245,0.15117,,,,,
5020.436,0.00664,0.00511,5022.36,2.15626,0.10787,2.04148,0.14664,,,,,
5022.365,0.00667,0.00482,5024.29,2.16385,0.11341,2.02906,0.1239,,,,,
5024.293,0.00674,0.00471,5026.22,2.16218,0.12671,2.04093,0.11091,,,,,
5026.222,0.00674,0.00478,5028.15,2.14578,0.13504,2.05104,0.11097,,,,,
5028.151,0.00661,0.00485,5030.08,2.12543,0.12817,2.0613,0.1203,,,,,
5030.079,0.00643,0.00493,5032.01,2.11708,0.10986,2.06535,0.14172,,,,,
5032.008,0.00634,0.00498,5033.94,2.12694,0.09534,2.04909,0.16884,,,,,
5033.937,0.00641,0.0049,5035.86,2.1401,0.09368,2.00622,0.17888,,,,,
5035.865,0.00652,0.00462,5037.79,2.14332,0.09676,1.95935,0.15404,,,,,
5037.794,0.00655,0.00427,5039.72,2.14456,0.09614,1.94176,0.10546,,,,,
5039.723,0.00656,0.0041,5041.65,2.15361,0.09966,1.96682,0.06527,,,,,
5041.652,0.00664,0.00424,5043.58,2.1557,0.11265,2.00556,0.05736,,,,,
5043.58,0.00667,0.0045,5045.51,2.13841,0.11929,2.01792,0.06713,,,,,
5045.509,0.00653,0.00459,5047.44,2.11903,0.10307,2.01651,0.06698,,,,,
5047.438,0.00635,0.00458,5049.37,2.1307,0.08061,2.02709,0.06079,,,,,
5049.366,0.00643,0.00465,5051.3,2.16128,0.08034,2.04561,0.06408,,,,,
5051.295,0.00669,0.00478,5053.22,2.17467,0.10007,2.05602,0.07743,,,,,
5053.224,0.00682,0.00486,5055.15,2.17105,0.12178,2.05485,0.08972,,,,,
5055.153,0.00681,0.00486,5057.08,2.15499,0.13653,2.05267,0.09689,,,,,
5057.081,0.00669,0.00485,5059.01,2.13144,0.13608,2.05336,0.1035,,,,,
5059.01,0.00649,0.00486,5060.94,2.1187,0.12517,2.05601,0.11689,,,,,
5060.939,0.00637,0.00489,5062.87,2.11327,0.11189,2.04818,0.14111,,,,,
5062.867,0.00631,0.00486,5064.8,2.11387,0.09581,2.00744,0.14978,,,,,
5064.796,0.0063,0.00459,5066.73,2.13228,0.08913,1.96918,0.12245,,,,,
5066.725,0.00645,0.0043,5068.65,2.14526,0.10081,1.97086,0.08555,,,,,
5068.654,0.00657,0.00428,5070.58,2.13469,0.1111,1.99325,0.06602,,,,,
5070.582,0.00649,0.00442,5072.51,2.12433,0.10873,2.01094,0.06332,,,,,
5072.511,0.0064,0.00454,5074.44,2.12343,0.10622,2.02215,0.06868,,,,,
5074.44,0.00639,0.00462,5076.37,2.11539,0.10364,2.0231,0.075,,,,,
5076.368,0.00632,0.00463,5078.3,2.10703,0.09293,2.01743,0.07341,,,,,
5078.297,0.00624,0.00459,5080.23,2.10841,0.0779,2.01823,0.06308,,,,,
5080.226,0.00624,0.00459,5082.15,2.11776,0.06424,2.0346,0.05641,,,,,
5082.155,0.00631,0.0047,5084.08,2.13693,0.0598,2.05422,0.06389,,,,,
5084.083,0.00647,0.00484,5086.01,2.14956,0.06447,2.06407,0.0833,,,,,
5086.012,0.00658,0.00492,5087.94,2.15742,0.06961,2.05768,0.10353,,,,,
5087.941,0.00665,0.00489,5089.87,2.16953,0.0794,2.04075,0.11261,,,,,
5089.869,0.00676,0.00478,5091.8,2.17283,0.09509,2.03027,0.11535,,,,,
5091.798,0.0068,0.00471,5093.73,2.16787,0.10885,2.01701,0.11668,,,,,
5093.727,0.00677,0.00462,5095.66,2.16255,0.12409,1.99895,0.10974,,,,,
5095.656,0.00674,0.00449,5097.58,2.14194,0.13709,1.9852,0.08936,,,,,
5097.584,0.00658,0.00438,5099.51,2.10963,0.13078,1.99065,0.06151,,,,,
