W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
1803.345,0.0071,0.00541,1805.27,2.14976,0.3626,2.03712,0.41582,1768.884,2.12338,0.3617,2.03224,0.41904
1805.274,0.00714,0.00538,1807.2,2.1487,0.36535,2.04454,0.41617,1770.885,2.12431,0.36147,2.033,0.41888
1807.203,0.00714,0.00543,1809.13,2.14813,0.36674,2.04974,0.42421,1772.886,2.12525,0.36124,2.03375,0.41873
1809.131,0.00714,0.00549,1811.06,2.14752,0.36836,2.04599,0.43169,1774.887,2.12618,0.36102,2.0345,0.41859
1811.06,0.00714,0.00549,1812.99,2.14492,0.36873,2.03974,0.43503,1776.888,2.1271,0.3608,2.03524,0.41845
1812.989,0.00712,0.00546,1814.92,2.14238,0.36592,2.03347,0.43537,1778.889,2.12803,0.3606,2.03598,0.41831
1814.917,0.00709,0.00542,1816.85,2.14372,0.36244,2.0269,0.4302,1780.89,2.12895,0.36039,2.03672,0.41817
1816.846,0.00709,0.00536,1818.78,2.1474,0.36231,2.02708,0.42375,1782.891,2.12988,0.3602,2.03746,0.41805
1818.775,0.00712,0.00534,1820.7,2.14748,0.3622,2.03126,0.42157,1784.892,2.13079,0.36001,2.03819,0.41792
1820.704,0.00712,0.00536,1822.63,2.14826,0.36009,2.03273,0.42163,1786.893,2.13171,0.35982,2.03892,0.4178
1822.632,0.00712,0.00537,1824.56,2.1523,0.35912,2.03239,0.41923,1788.894,2.13262,0.35965,2.03965,0.41769
1824.561,0.00715,0.00536,1826.49,2.15645,0.36099,2.03617,0.41777,1790.895,2.13353,0.35948,2.04037,0.41758
1826.49,0.00719,0.00538,1828.42,2.15843,0.36537,2.03998,0.41928,1792.896,2.13444,0.35931,2.04108,0.41747
1828.418,0.00722,0.00541,1830.35,2.15537,0.36692,2.04165,0.42213,1794.897,2.13535,0.35915,2.0418,0.41737
1830.347,0.0072,0.00543,1832.28,2.15466,0.36558,2.04154,0.42542,1796.898,2.13625,0.359,2.04251,0.41727
1832.276,0.00719,0.00544,1834.2,2.15707,0.36566,2.03903,0.42738,1798.899,2.13715,0.35886,2.04322,0.41718
1834.205,0.00721,0.00543,1836.13,2.15845,0.36839,2.03619,0.42697,1800.9,2.13804,0.35872,2.04392,0.41709
1836.133,0.00723,0.00541,1838.06,2.15576,0.36905,2.03513,0.42603,1802.901,2.13893,0.35858,2.04462,0.417
1838.062,0.00721,0.0054,1839.99,2.15513,0.36755,2.03446,0.4274,1804.902,2.13982,0.35846,2.04531,0.41692
1839.991,0.0072,0.0054,1841.92,2.15678,0.36645,2.02861,0.42686,1806.903,2.1407,0.35834,2.046,0.41684
1841.919,0.00721,0.00536,1843.85,2.15969,0.36837,2.02115,0.41727,1808.904,2.14158,0.35822,2.04669,0.41677
1843.848,0.00724,0.00528,1845.78,2.15922,0.37268,2.02423,0.40149,1810.905,2.14246,0.35811,2.04737,0.4167
1845.777,0.00725,0.00525,1847.71,2.15312,0.3727,2.04333,0.39632,1812.906,2.14333,0.35801,2.04805,0.41664
1847.706,0.0072,0.00536,1849.63,2.15004,0.36817,2.05958,0.40675,1814.907,2.1442,0.35791,2.04872,0.41658
1849.634,0.00716,0.0055,1851.56,2.15167,0.3639,2.06122,0.42239,1816.908,2.14507,0.35782,2.04939,0.41652
1851.563,0.00716,0.00556,1853.49,2.15477,0.36215,2.05089,0.43104,1818.909,2.14593,0.35773,2.05006,0.41647
1853.492,0.00718,0.00552,1855.42,2.1565,0.36087,2.0389,0.42763,1820.91,2.14678,0.35765,2.05072,0.41642
1855.42,0.00719,0.00543,1857.35,2.15919,0.36011,2.03577,0.41856,1822.911,2.14764,0.35758,2.05137,0.41637
1857.349,0.00721,0.00538,1859.28,2.16163,0.36009,2.04074,0.4115,1824.912,2.14848,0.35751,2.05202,0.41633
1859.278,0.00723,0.00539,1861.21,2.16388,0.36053,2.04907,0.40991,1826.913,2.14933,0.35745,2.05267,0.41629
1861.207,0.00725,0.00544,1863.13,2.16592,0.3616,2.05618,0.41399,1828.914,2.15017,0.35739,2.05331,0.41626
1863.135,0.00727,0.0055,1865.06,2.16692,0.36215,2.05816,0.41937,1830.915,2.151,0.35734,2.05394,0.41623
1865.064,0.00728,0.00553,1866.99,2.16896,0.36315,2.05787,0.42302,1832.916,2.15183,0.35729,2.05458,0.4162
1866.993,0.0073,0.00554,1868.92,2.17008,0.36341,2.05855,0.42785,1834.917,2.15265,0.35725,2.0552,0.41618
1868.921,0.00731,0.00556,1870.85,2.17405,0.36564,2.05561,0.43376,1836.918,2.15347,0.35721,2.05582,0.41616
1870.85,0.00735,0.00556,1872.78,2.17646,0.37201,2.04761,0.43458,1838.919,2.15429,0.35718,2.05644,0.41614
1872.779,0.00739,0.00551,1874.71,2.17246,0.37913,2.04244,0.42966,1840.92,2.1551,0.35716,2.05705,0.41612
1874.707,0.00738,0.00546,1876.64,2.16249,0.37985,2.04411,0.42638,1842.921,2.1559,0.35714,2.05766,0.41611
1876.636,0.0073,0.00546,1878.57,2.15528,0.37344,2.04544,0.42678,1844.922,2.1567,0.35712,2.05826,0.41611
1878.565,0.00722,0.00547,1880.49,2.1549,0.36501,2.04305,0.42545,1846.923,2.1575,0.35711,2.05886,0.4161
1880.494,0.00719,0.00545,1882.42,2.15964,0.35896,2.04303,0.42238,1848.924,2.15828,0.35711,2.05945,0.4161
1882.422,0.00721,0.00544,1884.35,2.16623,0.35756,2.04578,0.42301,1850.925,2.15907,0.3571,2.06003,0.4161
1884.351,0.00726,0.00546,1886.28,2.16993,0.35735,2.04294,0.42253,1852.926,2.15985,0.35711,2.06062,0.41611
1886.28,0.00729,0.00544,1888.21,2.17518,0.35948,2.04036,0.41538,1854.927,2.16062,0.35712,2.06119,0.41612
1888.208,0.00734,0.0054,1890.14,2.17712,0.3639,2.04788,0.4092,1856.928,2.16139,0.35713,2.06176,0.41613
1890.137,0.00737,0.00543,1892.07,2.17446,0.36457,2.05976,0.41283,1858.929,2.16215,0.35715,2.06233,0.41614
1892.066,0.00735,0.00552,1893.99,2.17596,0.36378,2.06363,0.4236,1860.93,2.1629,0.35717,2.06289,0.41616
1893.995,0.00736,0.00558,1895.92,2.17884,0.3658,2.05622,0.42946,1862.931,2.16366,0.3572,2.06344,0.41617
1895.923,0.00739,0.00555,1897.85,2.17814,0.36766,2.04888,0.42589,1864.932,2.1644,0.35723,2.06399,0.4162
1897.852,0.00739,0.00549,1899.78,2.17765,0.3689,2.05039,0.41976,1866.933,2.16514,0.35726,2.06453,0.41622
1899.781,0.00739,0.00548,1901.71,2.17564,0.36782,2.05886,0.42097,1868.934,2.16587,0.3573,2.06507,0.41625
1901.709,0.00737,0.00554,1903.64,2.17655,0.36545,2.06272,0.43165,1870.935,2.1666,0.35734,2.0656,0.41627
1903.638,0.00737,0.0056,1905.57,2.17974,0.3634,2.05223,0.43744,1872.936,2.16732,0.35739,2.06613,0.41631
1905.567,0.00739,0.00555,1907.5,2.1861,0.36571,2.04172,0.43111,1874.937,2.16804,0.35744,2.06665,0.41634
1907.496,0.00745,0.00546,1909.42,2.18868,0.37162,2.04332,0.42489,1876.938,2.16875,0.3575,2.06716,0.41637
1909.424,0.00749,0.00545,1911.35,2.1867,0.37683,2.04661,0.42439,1878.939,2.16945,0.35756,2.06767,0.41641
1911.353,0.00749,0.00547,1913.28,2.18301,0.38004,2.04553,0.42653,1880.94,2.17015,0.35762,2.06818,0.41645
1913.282,0.00747,0.00547,1915.21,2.17813,0.38012,2.03901,0.42436,1882.941,2.17084,0.35768,2.06867,0.41649
1915.21,0.00743,0.00542,1917.14,2.17528,0.3782,2.03389,0.41312,1884.942,2.17153,0.35775,2.06917,0.41654
1917.139,0.0074,0.00535,1919.07,2.17394,0.37537,2.0413,0.40071,1886.943,2.17221,0.35783,2.06965,0.41658
1919.068,0.00738,0.00536,1921,2.17484,0.37311,2.05829,0.39982,1888.944,2.17288,0.3579,2.07014,0.41663
1920.997,0.00738,0.00547,1922.92,2.17638,0.37223,2.06878,0.40959,1890.945,2.17355,0.35798,2.07061,0.41668
1922.925,0.00739,0.00557,1924.85,2.1775,0.37247,2.06792,0.41783,1892.946,2.17421,0.35806,2.07108,0.41673
1924.854,0.0074,0.00559,1926.78,2.17746,0.37252,2.0665,0.4239,1894.947,2.17486,0.35815,2.07155,0.41678
1926.783,0.0074,0.0056,1928.71,2.17767,0.37198,2.06257,0.42887,1896.948,2.17551,0.35824,2.07201,0.41683
1928.711,0.0074,0.00559,1930.64,2.17879,0.37227,2.05585,0.43021,1898.949,2.17615,0.35833,2.07246,0.41689
1930.64,0.00741,0.00555,1932.57,2.17867,0.37261,2.0499,0.42694,1900.95,2.17679,0.35842,2.07291,0.41694
1932.569,0.00741,0.0055,1934.5,2.17855,0.37287,2.04788,0.42182,1902.951,2.17742,0.35852,2.07335,0.417
1934.498,0.00741,0.00547,1936.43,2.17767,0.37204,2.04872,0.41692,1904.952,2.17804,0.35862,2.07378,0.41706
1936.426,0.0074,0.00546,1938.36,2.17832,0.37029,2.05182,0.41362,1906.953,2.17866,0.35872,2.07421,0.41712
1938.355,0.0074,0.00547,1940.28,2.18154,0.3714,2.05548,0.41227,1908.954,2.17927,0.35883,2.07464,0.41718
1940.284,0.00743,0.00549,1942.21,2.18143,0.37485,2.05861,0.41202,1910.955,2.17987,0.35894,2.07506,0.41724
1942.212,0.00744,0.00551,1944.14,2.17664,0.37473,2.0616,0.4121,1912.956,2.18047,0.35904,2.07547,0.41731
1944.141,0.0074,0.00553,1946.07,2.17449,0.37087,2.0654,0.4136,1914.957,2.18106,0.35916,2.07588,0.41737
1946.07,0.00737,0.00556,1948,2.17673,0.36814,2.06846,0.41671,1916.958,2.18164,0.35927,2.07628,0.41743
1947.999,0.00738,0.00559,1949.93,2.17894,0.36869,2.07035,0.42219,1918.959,2.18222,0.35939,2.07667,0.4175
1949.927,0.0074,0.00562,1951.86,2.17685,0.36785,2.0679,0.42726,1920.96,2.18279,0.3595,2.07706,0.41757
1951.856,0.00738,0.00562,1953.79,2.17561,0.3615,2.06359,0.42983,1922.961,2.18336,0.35962,2.07745,0.41763
1953.785,0.00735,0.0056,1955.71,2.18413,0.35804,2.05959,0.43187,1924.962,2.18392,0.35974,2.07783,0.4177
1955.713,0.00741,0.00558,1957.64,2.19289,0.36367,2.05268,0.43053,1926.963,2.18447,0.35987,2.0782,0.41777
1957.642,0.0075,0.00553,1959.57,2.19143,0.37071,2.04763,0.42538,1928.964,2.18502,0.35999,2.07857,0.41784
1959.571,0.00751,0.00548,1961.5,2.1855,0.37045,2.04612,0.41916,1930.965,2.18556,0.36012,2.07893,0.41791
1961.5,0.00746,0.00545,1963.43,2.18632,0.36833,2.04652,0.41209,1932.966,2.18609,0.36025,2.07929,0.41797
1963.428,0.00746,0.00543,1965.36,2.18841,0.36916,2.0505,0.40368,1934.967,2.18662,0.36038,2.07964,0.41804
1965.357,0.00748,0.00543,1967.29,2.18732,0.36889,2.06198,0.40162,1936.968,2.18714,0.36051,2.07998,0.41811
1967.286,0.00747,0.0055,1969.21,2.18891,0.36782,2.07019,0.40653,1938.969,2.18765,0.36064,2.08032,0.41818
1969.214,0.00748,0.00557,1971.14,2.1926,0.37079,2.07194,0.41245,1940.97,2.18816,0.36077,2.08066,0.41825
1971.143,0.00752,0.0056,1973.07,2.19075,0.37567,2.07044,0.41567,1942.971,2.18866,0.36091,2.08098,0.41832
1973.072,0.00752,0.0056,1975,2.18313,0.37354,2.06914,0.41527,1944.972,2.18916,0.36104,2.08131,0.41839
1975,0.00745,0.00559,1976.93,2.18239,0.36596,2.07201,0.41549,1946.973,2.18965,0.36118,2.08162,0.41846
1976.929,0.00742,0.00561,1978.86,2.19084,0.36266,2.07561,0.42062,1948.974,2.19013,0.36131,2.08194,0.41853
1978.858,0.00748,0.00565,1980.79,2.20001,0.37036,2.0727,0.42668,1950.975,2.19061,0.36145,2.08224,0.4186
1980.787,0.00758,0.00565,1982.71,2.19593,0.381,2.06518,0.42665,1952.976,2.19108,0.36159,2.08255,0.41867
1982.715,0.00758,0.0056,1984.64,2.182,0.37954,2.06172,0.42137,1954.977,2.19154,0.36173,2.08284,0.41873
1984.644,0.00746,0.00556,1986.57,2.17761,0.36902,2.06496,0.41774,1956.978,2.192,0.36187,2.08313,0.4188
1986.573,0.00739,0.00557,1988.5,2.18491,0.36251,2.06926,0.41814,1958.979,2.19245,0.36201,2.08342,0.41887
1988.501,0.00743,0.0056,1990.43,2.1926,0.36446,2.07197,0.42194,1960.98,2.19289,0.36215,2.0837,0.41894
1990.43,0.0075,0.00563,1992.36,2.19275,0.3673,2.07064,0.4278,1962.981,2.19333,0.36229,2.08397,0.419
1992.359,0.00751,0.00564,1994.29,2.19191,0.36628,2.0627,0.42859,1964.982,2.19377,0.36243,2.08424,0.41907
1994.288,0.0075,0.00559,1996.22,2.19571,0.36579,2.0568,0.42209,1966.983,2.19419,0.36257,2.08451,0.41913
1996.216,0.00753,0.00553,1998.14,2.20021,0.36978,2.05908,0.41428,1968.984,2.19461,0.36271,2.08477,0.4192
1998.145,0.00758,0.00552,2000.07,2.20012,0.37641,2.06719,0.41296,1970.985,2.19503,0.36285,2.08502,0.41926
2000.074,0.0076,0.00557,2002,2.19454,0.3815,2.07156,0.4165,1972.986,2.19544,0.36299,2.08527,0.41932
2002.002,0.00757,0.00561,2003.93,2.18534,0.38029,2.07154,0.41972,1974.987,2.19584,0.36313,2.08551,0.41938
2003.931,0.00749,0.00562,2005.86,2.17971,0.37297,2.07067,0.42154,1976.988,2.19624,0.36327,2.08575,0.41944
2005.86,0.00742,0.00562,2007.79,2.1815,0.36511,2.06972,0.42344,1978.989,2.19663,0.36341,2.08599,0.4195
2007.789,0.00741,0.00562,2009.72,2.18809,0.36367,2.06672,0.42344,1980.99,2.19701,0.36355,2.08621,0.41956
2009.717,0.00746,0.0056,2011.65,2.18856,0.36553,2.0649,0.421,1982.991,2.19739,0.36369,2.08644,0.41961
2011.646,0.00747,0.00558,2013.58,2.18343,0.35995,2.06599,0.41872,1984.992,2.19776,0.36383,2.08666,0.41967
2013.575,0.00741,0.00558,2015.5,2.18798,0.35077,2.06806,0.41752,1986.993,2.19813,0.36396,2.08687,0.41972
2015.503,0.00742,0.00559,2017.43,2.20072,0.3486,2.07093,0.41777,1988.994,2.19849,0.3641,2.08708,0.41978
2017.432,0.00752,0.00561,2019.36,2.21057,0.35461,2.074,0.42082,1990.995,2.19885,0.36424,2.08729,0.41983
2019.361,0.00762,0.00564,2021.29,2.21284,0.36158,2.07423,0.42661,1992.996,2.1992,0.36437,2.08749,0.41988
2021.29,0.00766,0.00566,2023.22,2.21316,0.36719,2.06859,0.43198,1994.997,2.19955,0.36451,2.08768,0.41993
2023.218,0.00768,0.00564,2025.15,2.21175,0.37104,2.05735,0.4272,1996.998,2.19989,0.36464,2.08787,0.41998
2025.147,0.00768,0.00555,2027.08,2.21076,0.37364,2.05612,0.41731,1998.999,2.20022,0.36478,2.08806,0.42002
2027.076,0.00768,0.00551,2029,2.21054,0.37739,2.06355,0.41435,2001.001,2.20055,0.36491,2.08824,0.42006
2029.004,0.00769,0.00555,2030.93,2.20754,0.38207,2.06601,0.41551,2003.002,2.20087,0.36504,2.08842,0.42011
2030.933,0.00768,0.00557,2032.86,2.20017,0.38245,2.06522,0.41396,2005.003,2.20119,0.36517,2.08859,0.42015
2032.862,0.00762,0.00556,2034.79,2.19562,0.37863,2.06805,0.41115,2007.004,2.2015,0.3653,2.08876,0.42019
2034.791,0.00757,0.00557,2036.72,2.19504,0.37394,2.07449,0.41342,2009.005,2.20181,0.36543,2.08893,0.42022
2036.719,0.00755,0.00562,2038.65,2.19742,0.3708,2.07594,0.41988,2011.006,2.20211,0.36555,2.08909,0.42026
2038.648,0.00756,0.00565,2040.58,2.20093,0.37105,2.07,0.42288,2013.007,2.20241,0.36568,2.08924,0.42029
2040.577,0.00759,0.00562,2042.51,2.20149,0.37274,2.06353,0.41756,2015.008,2.2027,0.3658,2.08939,0.42033
2042.505,0.0076,0.00556,2044.43,2.19999,0.37356,2.06582,0.4095,2017.009,2.20298,0.36593,2.08954,0.42036
2044.434,0.00759,0.00555,2046.36,2.19721,0.37134,2.07574,0.40756,2019.01,2.20327,0.36605,2.08968,0.42038
2046.363,0.00756,0.00561,2048.29,2.19697,0.36558,2.08423,0.41501,2021.011,2.20354,0.36617,2.08982,0.42041
2048.292,0.00754,0.00569,2050.22,2.20335,0.36128,2.08225,0.42243,2023.012,2.20381,0.36628,2.08996,0.42043
2050.22,0.00758,0.0057,2052.15,2.21238,0.36279,2.07819,0.42464,2025.013,2.20408,0.3664,2.09009,0.42046
2052.149,0.00766,0.00568,2054.08,2.21835,0.36932,2.0779,0.42834,2027.014,2.20434,0.36651,2.09022,0.42048
2054.078,0.00773,0.00569,2056.01,2.21924,0.37655,2.07271,0.43284,2029.015,2.2046,0.36663,2.09034,0.4205
2056.006,0.00776,0.00567,2057.93,2.2184,0.38503,2.06239,0.42923,2031.016,2.20485,0.36674,2.09046,0.42051
2057.935,0.00778,0.00559,2059.86,2.21096,0.3918,2.05963,0.41938,2033.017,2.2051,0.36685,2.09058,0.42052
2059.864,0.00774,0.00554,2061.79,2.19958,0.39013,2.06758,0.41537,2035.018,2.20534,0.36695,2.09069,0.42054
2061.793,0.00764,0.00558,2063.72,2.19502,0.38331,2.07363,0.42158,2037.019,2.20558,0.36706,2.0908,0.42055
2063.721,0.00758,0.00564,2065.65,2.19696,0.37832,2.06706,0.42589,2039.02,2.20581,0.36716,2.0909,0.42055
2065.65,0.00758,0.00561,2067.58,2.20005,0.37653,2.0583,0.41902,2041.021,2.20604,0.36726,2.091,0.42056
2067.579,0.0076,0.00553,2069.51,2.20319,0.37782,2.06131,0.40949,2043.022,2.20627,0.36736,2.0911,0.42056
2069.507,0.00763,0.00552,2071.44,2.20402,0.38182,2.07192,0.4093,2045.023,2.20649,0.36746,2.0912,0.42056
2071.436,0.00765,0.00559,2073.36,2.20014,0.38565,2.0752,0.41513,2047.024,2.20671,0.36756,2.09129,0.42056
2073.365,0.00763,0.00563,2075.29,2.1923,0.3841,2.07085,0.41481,2049.025,2.20692,0.36765,2.09138,0.42055
2075.293,0.00756,0.0056,2077.22,2.18775,0.37724,2.07365,0.41206,2051.026,2.20713,0.36774,2.09146,0.42055
2077.222,0.0075,0.00561,2079.15,2.18929,0.37006,2.08111,0.41847,2053.027,2.20733,0.36783,2.09154,0.42054
2079.151,0.00749,0.00568,2081.08,2.19386,0.36426,2.0766,0.42794,2055.028,2.20753,0.36792,2.09162,0.42053
2081.08,0.00751,0.00568,2083.01,2.20265,0.36326,2.06273,0.42544,2057.029,2.20773,0.368,2.0917,0.42051
2083.008,0.00758,0.00558,2084.94,2.2099,0.3695,2.05797,0.41341,2059.03,2.20792,0.36808,2.09177,0.4205
2084.937,0.00766,0.00551,2086.87,2.20831,0.37691,2.06625,0.4054,2061.031,2.20811,0.36816,2.09184,0.42048
2086.866,0.00767,0.00554,2088.79,2.20173,0.37845,2.07642,0.40601,2063.032,2.20829,0.36824,2.0919,0.42046
2088.794,0.00762,0.00561,2090.72,2.19815,0.37518,2.08227,0.41278,2065.033,2.20847,0.36832,2.09197,0.42043
2090.723,0.00758,0.00567,2092.65,2.19926,0.37229,2.08079,0.41916,2067.034,2.20865,0.36839,2.09203,0.4204
2092.652,0.00758,0.00568,2094.58,2.20102,0.37085,2.07683,0.42116,2069.035,2.20882,0.36846,2.09208,0.42038
2094.581,0.00759,0.00566,2096.51,2.20345,0.37073,2.07587,0.4232,2071.036,2.20899,0.36853,2.09214,0.42034
2096.509,0.00761,0.00566,2098.44,2.20602,0.37348,2.07284,0.42636,2073.037,2.20916,0.36859,2.09219,0.42031
2098.438,0.00764,0.00565,2100.37,2.20462,0.37719,2.06611,0.42779,2075.038,2.20932,0.36865,2.09224,0.42027
2100.367,0.00764,0.00561,2102.3,2.19975,0.37734,2.05698,0.42173,2077.039,2.20948,0.36871,2.09229,0.42023
2102.295,0.0076,0.00553,2104.22,2.19722,0.37452,2.05539,0.41252,2079.04,2.20964,0.36877,2.09233,0.42019
2104.224,0.00757,0.00549,2106.15,2.1976,0.37349,2.05892,0.405,2081.041,2.20979,0.36883,2.09237,0.42015
2106.153,0.00757,0.00549,2108.08,2.19427,0.36963,2.06503,0.40148,2083.042,2.20994,0.36888,2.09241,0.4201
2108.082,0.00753,0.00552,2110.01,2.19633,0.36408,2.06982,0.40081,2085.043,2.21009,0.36893,2.09245,0.42005
2110.01,0.00753,0.00555,2111.94,2.20273,0.36298,2.07291,0.40057,2087.044,2.21023,0.36898,2.09248,0.42
2111.939,0.00758,0.00557,2113.87,2.20623,0.36653,2.07601,0.40036,2089.045,2.21037,0.36902,2.09252,0.41994
2113.868,0.00762,0.00559,2115.8,2.20347,0.36749,2.07925,0.39979,2091.046,2.21051,0.36906,2.09255,0.41989
2115.796,0.0076,0.00561,2117.72,2.20296,0.36561,2.08454,0.40124,2093.047,2.21065,0.3691,2.09258,0.41983
2117.725,0.00759,0.00565,2119.65,2.20458,0.36446,2.0887,0.40527,2095.048,2.21078,0.36914,2.0926,0.41976
2119.654,0.0076,0.00569,2121.58,2.20516,0.3629,2.09043,0.41123,2097.049,2.21091,0.36917,2.09262,0.4197
2121.583,0.0076,0.00572,2123.51,2.20725,0.36048,2.088,0.41652,2099.05,2.21103,0.36921,2.09265,0.41963
2123.511,0.00761,0.00572,2125.44,2.21172,0.35804,2.083,0.41762,2101.051,2.21116,0.36923,2.09267,0.41956
2125.44,0.00764,0.00569,2127.37,2.2204,0.3605,2.08058,0.41638,2103.052,2.21128,0.36926,2.09268,0.41948
2127.369,0.00772,0.00567,2129.3,2.22568,0.36889,2.07988,0.41469,2105.053,2.2114,0.36928,2.0927,0.41941
2129.297,0.00779,0.00566,2131.23,2.22346,0.37805,2.08055,0.41328,2107.054,2.21151,0.3693,2.09271,0.41933
2131.226,0.0078,0.00566,2133.16,2.21587,0.38224,2.08218,0.41299,2109.055,2.21163,0.36932,2.09273,0.41925
2133.155,0.00775,0.00567,2135.08,2.20925,0.3808,2.08348,0.41342,2111.056,2.21174,0.36934,2.09274,0.41916
2135.084,0.00769,0.00568,2137.01,2.20685,0.3776,2.08482,0.41376,2113.057,2.21185,0.36935,2.09275,0.41908
2137.012,0.00766,0.00569,2138.94,2.20674,0.3748,2.08764,0.41725,2115.058,2.21195,0.36936,2.09275,0.41899
2138.941,0.00765,0.00572,2140.87,2.20833,0.37377,2.08577,0.42123,2117.059,2.21206,0.36937,2.09276,0.4189
2140.87,0.00766,0.00572,2142.8,2.20914,0.37474,2.08168,0.42048,2119.06,2.21216,0.36937,2.09277,0.4188
2142.798,0.00767,0.00569,2144.73,2.20724,0.37342,2.08316,0.42047,2121.061,2.21226,0.36937,2.09277,0.4187
2144.727,0.00765,0.0057,2146.66,2.20967,0.37332,2.08386,0.42526,2123.062,2.21236,0.36937,2.09277,0.4186
2146.656,0.00767,0.00572,2148.59,2.21015,0.37525,2.07692,0.42721,2125.063,2.21246,0.36937,2.09277,0.4185
2148.585,0.00768,0.00568,2150.51,2.20839,0.3767,2.07045,0.42195,2127.064,2.21255,0.36936,2.09277,0.4184
2150.513,0.00767,0.00562,2152.44,2.20592,0.37692,2.07193,0.41566,2129.065,2.21264,0.36935,2.09277,0.41829
2152.442,0.00765,0.00561,2154.37,2.20301,0.37508,2.07798,0.41561,2131.066,2.21273,0.36934,2.09276,0.41818
2154.371,0.00762,0.00565,2156.3,2.20194,0.37157,2.0794,0.41893,2133.067,2.21282,0.36933,2.09276,0.41807
2156.299,0.0076,0.00567,2158.23,2.20386,0.36971,2.07744,0.42304,2135.068,2.21291,0.36931,2.09275,0.41795
2158.228,0.00761,0.00567,2160.16,2.20411,0.36896,2.07035,0.42219,2137.069,2.213,0.36929,2.09275,0.41783
2160.157,0.00761,0.00562,2162.09,2.20304,0.36543,2.0661,0.4153,2139.07,2.21308,0.36926,2.09274,0.41771
2162.086,0.00759,0.00557,2164.01,2.20675,0.36183,2.06941,0.40826,2141.071,2.21316,0.36924,2.09273,0.41759
2164.014,0.00761,0.00557,2165.94,2.21254,0.3624,2.07736,0.40721,2143.072,2.21325,0.36921,2.09272,0.41746
2165.943,0.00766,0.00562,2167.87,2.21453,0.36352,2.08245,0.41237,2145.073,2.21333,0.36918,2.09271,0.41733
2167.872,0.00768,0.00567,2169.8,2.21778,0.36436,2.08013,0.41735,2147.074,2.2134,0.36915,2.0927,0.4172
2169.8,0.00771,0.00567,2171.73,2.22251,0.36779,2.07461,0.41638,2149.075,2.21348,0.36911,2.09268,0.41707
2171.729,0.00776,0.00563,2173.66,2.22559,0.37558,2.07356,0.41221,2151.076,2.21356,0.36907,2.09267,0.41694
2173.658,0.00781,0.00561,2175.59,2.22198,0.3851,2.07672,0.40861,2153.077,2.21363,0.36903,2.09266,0.4168
2175.586,0.00781,0.00562,2177.51,2.21039,0.38712,2.08336,0.41042,2155.078,2.21371,0.36898,2.09264,0.41666
2177.515,0.00772,0.00567,2179.44,2.20364,0.38285,2.08588,0.41783,2157.079,2.21378,0.36894,2.09263,0.41651
2179.444,0.00765,0.00571,2181.37,2.20229,0.38013,2.07952,0.42182,2159.08,2.21385,0.36889,2.09261,0.41637
2181.373,0.00763,0.00568,2183.3,2.19799,0.37561,2.07343,0.41886,2161.081,2.21392,0.36884,2.09259,0.41622
2183.301,0.00758,0.00563,2185.23,2.19803,0.36915,2.07377,0.41495,2163.082,2.21399,0.36878,2.09258,0.41607
2185.23,0.00756,0.00562,2187.16,2.20279,0.36613,2.07668,0.41512,2165.083,2.21406,0.36872,2.09256,0.41592
2187.159,0.00759,0.00564,2189.09,2.20582,0.36767,2.07613,0.41633,2167.084,2.21413,0.36866,2.09254,0.41577
2189.087,0.00762,0.00564,2191.02,2.20267,0.36641,2.07461,0.41639,2169.085,2.21419,0.3686,2.09252,0.41561
2191.016,0.00759,0.00563,2192.95,2.20247,0.36042,2.07331,0.41591,2171.086,2.21426,0.36854,2.09251,0.41545
2192.945,0.00757,0.00562,2194.87,2.20975,0.35683,2.07154,0.41332,2173.087,2.21433,0.36847,2.09249,0.41529
2194.874,0.00762,0.0056,2196.8,2.21804,0.3604,2.07322,0.40971,2175.088,2.21439,0.3684,2.09247,0.41512
2196.802,0.0077,0.0056,2198.73,2.21951,0.36615,2.07935,0.41261,2177.089,2.21446,0.36833,2.09245,0.41496
2198.731,0.00773,0.00565,2200.66,2.21802,0.3702,2.07792,0.41888,2179.09,2.21452,0.36825,2.09243,0.41479
2200.66,0.00773,0.00566,2202.59,2.21572,0.37321,2.06958,0.41745,2181.091,2.21458,0.36818,2.09241,0.41462
2202.588,0.00772,0.0056,2204.52,2.21101,0.37298,2.06867,0.41305,2183.092,2.21465,0.3681,2.09239,0.41445
2204.517,0.00768,0.00558,2206.45,2.20873,0.36943,2.07117,0.41408,2185.093,2.21471,0.36801,2.09237,0.41427
2206.446,0.00765,0.0056,2208.38,2.2111,0.36627,2.06646,0.41453,2187.094,2.21477,0.36793,2.09235,0.4141
2208.375,0.00766,0.00557,2210.3,2.21624,0.36856,2.0606,0.40783,2189.095,2.21483,0.36784,2.09233,0.41392
2210.303,0.00771,0.00551,2212.23,2.21556,0.37363,2.06284,0.39972,2191.096,2.21489,0.36775,2.09231,0.41374
2212.232,0.00772,0.0055,2214.16,2.20955,0.37372,2.06936,0.39521,2193.097,2.21496,0.36766,2.09229,0.41355
